srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,start,end,action,tcp_flags,pkt_srcaddr,pkt_dstaddr,region,flow_direction,traffic_path,interface_id,log_status
172.31.4.224,31.56.47.52,22,6746,6,1,52,1767794046,1767794076,ACCEPT,18,172.31.4.224,31.56.47.52,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.133.36.75,172.31.4.224,45802,22,6,1,52,1767794046,1767794076,ACCEPT,2,45.133.36.75,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.19.212,172.31.4.224,1613,22,6,1,52,1767794046,1767794076,ACCEPT,2,45.155.19.212,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.79.109.193,172.31.4.224,41714,56789,6,1,44,1767794046,1767794076,REJECT,2,45.79.109.193,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.94.169.158,22,53705,6,4,208,1767794046,1767794076,ACCEPT,18,172.31.4.224,45.94.169.158,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.49,22,59738,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,94.154.34.49,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.155.19.96,172.31.4.224,14164,22,6,1,52,1767794046,1767794076,ACCEPT,2,45.155.19.96,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
89.47.113.187,172.31.4.224,11637,22,6,1,52,1767794046,1767794076,ACCEPT,2,89.47.113.187,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.124.131,172.31.4.224,9825,22,6,1,52,1767794046,1767794076,ACCEPT,2,45.155.124.131,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.95,22,32597,6,1,52,1767794046,1767794076,ACCEPT,18,172.31.4.224,31.57.156.95,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.212,22,1613,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,45.155.19.212,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.140,22,56882,6,3,156,1767794046,1767794076,ACCEPT,18,172.31.4.224,45.155.124.140,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
89.47.113.8,172.31.4.224,39320,22,6,1,52,1767794046,1767794076,ACCEPT,2,89.47.113.8,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
93.177.102.42,172.31.4.224,47846,22,6,1,52,1767794046,1767794076,ACCEPT,2,93.177.102.42,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.107,22,15489,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,31.57.187.107,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.94.169.158,172.31.4.224,53705,22,6,1,52,1767794046,1767794076,ACCEPT,2,45.94.169.158,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.131,22,9825,6,2,104,1767794046,1767794076,ACCEPT,18,172.31.4.224,45.155.124.131,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
3.6.43.90,172.31.4.224,123,39015,17,1,76,1767794046,1767794076,ACCEPT,0,3.6.43.90,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
185.169.180.109,172.31.4.224,10596,22,6,2,92,1767794046,1767794076,ACCEPT,6,185.169.180.109,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.226,22,34666,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,194.105.5.226,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.142,22,123,6,1,52,1767794046,1767794076,ACCEPT,18,172.31.4.224,87.248.157.142,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.187,22,11637,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,89.47.113.187,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.96,22,14164,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,45.155.19.96,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.84,172.31.4.224,52256,22,6,2,92,1767794046,1767794076,ACCEPT,6,31.57.77.84,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.41,22,51442,6,6,312,1767794046,1767794076,ACCEPT,18,172.31.4.224,94.154.34.41,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.84,22,52256,6,1,52,1767794046,1767794076,ACCEPT,18,172.31.4.224,31.57.77.84,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
212.73.148.15,172.31.4.224,33867,8232,6,1,52,1767794046,1767794076,REJECT,2,212.73.148.15,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.148,22,28933,6,1,52,1767794046,1767794076,ACCEPT,18,172.31.4.224,31.57.187.148,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
194.180.49.111,172.31.4.224,45209,16925,6,1,40,1767794046,1767794076,REJECT,2,194.180.49.111,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.8,22,39320,6,4,208,1767794046,1767794076,ACCEPT,18,172.31.4.224,89.47.113.8,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.239,22,36899,6,4,208,1767794046,1767794076,ACCEPT,18,172.31.4.224,94.154.46.239,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.33.252,22,26761,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.33.252,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.247,22,52357,6,2,104,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.58.91.247,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.20,172.31.4.224,17879,22,6,1,52,1767794077,1767794106,ACCEPT,2,141.11.109.20,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.118,22,54463,6,4,208,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.187.118,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
179.61.147.29,172.31.4.224,43020,22,6,1,52,1767794077,1767794106,ACCEPT,2,179.61.147.29,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.7.185,172.31.4.224,35761,22,6,1,52,1767794077,1767794106,ACCEPT,2,193.164.7.185,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.20,22,17879,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,141.11.109.20,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.242,22,53388,6,4,208,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.154.242,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.42.127.221,172.31.4.224,54627,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.42.127.221,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.114,22,13242,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,94.154.46.114,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.36,22,60987,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,45.87.173.36,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.6.64,22,40054,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,193.164.6.64,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.33.252,172.31.4.224,26761,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.57.33.252,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.208,22,36673,6,5,260,1767794077,1767794106,ACCEPT,18,172.31.4.224,45.155.124.208,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.120,22,42613,6,4,208,1767794077,1767794106,ACCEPT,18,172.31.4.224,194.105.5.120,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.75,172.31.4.224,2191,22,6,2,92,1767794077,1767794106,ACCEPT,6,141.11.109.75,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.62,22,10849,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,193.164.4.62,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.103,22,29898,6,4,208,1767794077,1767794106,ACCEPT,18,172.31.4.224,94.154.32.103,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.42,22,62858,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.154.42,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.56.47.27,22,42348,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.56.47.27,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.154.242,172.31.4.224,53388,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.57.154.242,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.151,22,35673,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,94.154.34.151,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.154.77,172.31.4.224,23813,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.57.154.77,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.154,22,28041,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,194.105.5.154,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.114,172.31.4.224,13242,22,6,1,52,1767794077,1767794106,ACCEPT,2,94.154.46.114,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.148,22,8496,6,2,104,1767794077,1767794106,ACCEPT,18,172.31.4.224,87.248.157.148,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.154.42,172.31.4.224,62858,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.57.154.42,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
194.105.5.120,172.31.4.224,42613,22,6,1,52,1767794077,1767794106,ACCEPT,2,194.105.5.120,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
178.208.187.18,172.31.4.224,2149,22,6,1,52,1767794077,1767794106,ACCEPT,2,178.208.187.18,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,185.169.180.216,22,59302,6,2,104,1767794077,1767794106,ACCEPT,18,172.31.4.224,185.169.180.216,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.168,22,42360,6,2,104,1767794077,1767794106,ACCEPT,18,172.31.4.224,45.155.19.168,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.29,22,43020,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,179.61.147.29,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.34.151,172.31.4.224,35673,22,6,1,52,1767794077,1767794106,ACCEPT,2,94.154.34.151,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.77,22,23813,6,5,260,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.154.77,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.34.180,172.31.4.224,29144,22,6,1,52,1767794077,1767794106,ACCEPT,2,94.154.34.180,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.42.127.221,22,54627,6,2,104,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.42.127.221,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.18,22,2149,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,178.208.187.18,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.79,22,5239,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.187.79,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
5.187.35.158,172.31.4.224,55669,91,6,1,40,1767794077,1767794106,REJECT,2,5.187.35.158,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.56.47.27,172.31.4.224,42348,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.56.47.27,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.119,22,56218,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,93.177.102.119,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.180,22,29144,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,94.154.34.180,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.85,22,11202,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,141.11.109.85,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
159.65.145.182,172.31.4.224,53,2976,6,1,44,1767794077,1767794106,REJECT,2,159.65.145.182,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.185,22,35761,6,6,312,1767794077,1767794106,ACCEPT,18,172.31.4.224,193.164.7.185,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
167.94.146.36,172.31.4.224,20134,34055,6,1,60,1767794077,1767794106,REJECT,2,167.94.146.36,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.124.208,172.31.4.224,36673,22,6,1,52,1767794077,1767794106,ACCEPT,2,45.155.124.208,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.86,22,32638,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.154.86,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
23.92.27.206,172.31.4.224,40533,1212,6,1,44,1767794077,1767794106,REJECT,2,23.92.27.206,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.75,22,2191,6,2,104,1767794077,1767794106,ACCEPT,18,172.31.4.224,141.11.109.75,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.180,22,34335,6,1,52,1767794077,1767794106,ACCEPT,18,172.31.4.224,31.57.77.180,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.187.118,172.31.4.224,54463,22,6,1,52,1767794077,1767794106,ACCEPT,2,31.57.187.118,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
95.214.55.246,172.31.4.224,48936,3001,6,1,40,1767794077,1767794106,REJECT,2,95.214.55.246,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.77,22,46557,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,31.58.91.77,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
139.59.56.232,172.31.4.224,53,50881,6,1,44,1767794107,1767794137,REJECT,2,139.59.56.232,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.180,22,62814,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,178.208.187.180,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.77,172.31.4.224,46557,22,6,1,52,1767794107,1767794137,ACCEPT,2,31.58.91.77,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.247,22,42346,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,178.208.187.247,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.42.127.233,172.31.4.224,58051,22,6,1,52,1767794107,1767794137,ACCEPT,2,31.42.127.233,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
93.177.102.201,172.31.4.224,23614,22,6,1,52,1767794107,1767794137,ACCEPT,2,93.177.102.201,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.159,22,641,6,3,156,1767794107,1767794137,ACCEPT,18,172.31.4.224,141.11.109.159,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.55,172.31.4.224,16912,22,6,1,52,1767794107,1767794137,ACCEPT,2,141.11.109.55,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.42.127.233,22,58051,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,31.42.127.233,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.186,22,64405,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,89.47.113.186,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.133.36.3,22,35378,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,45.133.36.3,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
178.208.187.247,172.31.4.224,42346,22,6,1,52,1767794107,1767794137,ACCEPT,2,178.208.187.247,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.142.147.209,172.31.4.224,46808,3000,6,1,40,1767794107,1767794137,REJECT,2,193.142.147.209,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.248,22,29861,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,178.208.187.248,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.131,22,9825,6,4,208,1767794107,1767794137,ACCEPT,18,172.31.4.224,45.155.124.131,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.28,22,14783,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,193.164.7.28,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.126,22,20979,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,194.105.5.126,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.197,22,38443,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,31.57.156.197,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.79,22,50213,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,93.177.102.79,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.94.169.158,22,53705,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,45.94.169.158,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.32.50,172.31.4.224,8117,22,6,1,52,1767794107,1767794137,ACCEPT,2,94.154.32.50,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
185.169.180.52,172.31.4.224,5903,22,6,1,52,1767794107,1767794137,ACCEPT,2,185.169.180.52,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.56.47.2,22,23092,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,31.56.47.2,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
142.93.231.82,172.31.4.224,40497,8884,6,1,44,1767794107,1767794137,REJECT,2,142.93.231.82,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.125,22,40999,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,179.61.147.125,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.159,172.31.4.224,641,22,6,1,52,1767794107,1767794137,ACCEPT,2,141.11.109.159,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.208,22,16873,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,193.164.4.208,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
93.177.102.79,172.31.4.224,50213,22,6,1,52,1767794107,1767794137,ACCEPT,2,93.177.102.79,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.7.151,172.31.4.224,14249,22,6,1,52,1767794107,1767794137,ACCEPT,2,193.164.7.151,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.4.208,172.31.4.224,16873,22,6,1,52,1767794107,1767794137,ACCEPT,2,193.164.4.208,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,82.153.241.220,22,56053,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,82.153.241.220,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
194.105.5.126,172.31.4.224,20979,22,6,1,52,1767794107,1767794137,ACCEPT,2,194.105.5.126,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.6.200,172.31.4.224,34041,22,6,1,52,1767794107,1767794137,ACCEPT,2,193.164.6.200,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.201,22,23614,6,4,208,1767794107,1767794137,ACCEPT,18,172.31.4.224,93.177.102.201,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,82.153.241.25,22,19948,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,82.153.241.25,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
89.47.113.247,172.31.4.224,35447,22,6,1,52,1767794107,1767794137,ACCEPT,2,89.47.113.247,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
178.208.187.248,172.31.4.224,29861,22,6,1,52,1767794107,1767794137,ACCEPT,2,178.208.187.248,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.247,22,35447,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,89.47.113.247,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
179.61.147.125,172.31.4.224,40999,22,6,2,92,1767794107,1767794137,ACCEPT,6,179.61.147.125,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.87.173.95,172.31.4.224,52690,22,6,1,52,1767794107,1767794137,ACCEPT,2,45.87.173.95,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.95,22,52690,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,45.87.173.95,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.56.47.2,172.31.4.224,23092,22,6,1,52,1767794107,1767794137,ACCEPT,2,31.56.47.2,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.217,22,343,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,193.164.7.217,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.87.173.213,172.31.4.224,31266,22,6,1,52,1767794107,1767794137,ACCEPT,2,45.87.173.213,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
207.90.244.12,172.31.4.224,26200,18021,6,1,44,1767794107,1767794137,REJECT,2,207.90.244.12,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
139.59.56.232,172.31.4.224,53,43669,6,1,44,1767794107,1767794137,REJECT,2,139.59.56.232,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.34.43,172.31.4.224,51817,22,6,1,52,1767794107,1767794137,ACCEPT,2,94.154.34.43,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.6.200,22,34041,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,193.164.6.200,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,185.169.180.52,22,5903,6,3,156,1767794107,1767794137,ACCEPT,18,172.31.4.224,185.169.180.52,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.213,22,31266,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,45.87.173.213,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.95,22,32597,6,5,260,1767794107,1767794137,ACCEPT,18,172.31.4.224,31.57.156.95,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.242,22,32268,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,45.155.19.242,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
80.82.223.114,172.31.4.224,25,20383,6,1,40,1767794107,1767794137,REJECT,4,80.82.223.114,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.43,22,51817,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,94.154.34.43,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.4,22,23672,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,31.57.187.4,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.156.197,172.31.4.224,38443,22,6,1,52,1767794107,1767794137,ACCEPT,2,31.57.156.197,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.138,22,22097,6,2,104,1767794107,1767794137,ACCEPT,18,172.31.4.224,193.164.7.138,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.55,22,16912,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,141.11.109.55,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.134,22,3302,6,1,52,1767794107,1767794137,ACCEPT,18,172.31.4.224,141.11.109.134,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.151,22,14249,6,4,208,1767794107,1767794137,ACCEPT,18,172.31.4.224,193.164.7.151,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,157.66.144.16,22,42406,6,1,60,1767794107,1767794137,ACCEPT,18,172.31.4.224,157.66.144.16,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.50,22,8117,6,6,312,1767794107,1767794137,ACCEPT,18,172.31.4.224,94.154.32.50,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.69,22,53730,6,4,208,1767794139,1767794166,ACCEPT,18,172.31.4.224,89.47.113.69,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.118,22,54463,6,2,104,1767794139,1767794166,ACCEPT,18,172.31.4.224,31.57.187.118,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.187.36,172.31.4.224,38431,22,6,2,92,1767794139,1767794166,ACCEPT,6,31.57.187.36,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.4,22,48094,6,6,312,1767794139,1767794166,ACCEPT,18,172.31.4.224,178.208.187.4,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.120,22,42613,6,2,104,1767794139,1767794166,ACCEPT,18,172.31.4.224,194.105.5.120,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
